file,sentence
KDS 14 20 01.txt,"한국산업표준에서 규정한 철근의 사용을 원칙으로 하되, 그 이외의 철근을 사용할 경우에는 한국산업표준에서 정한 시험 방법에 따라 설계할 때 가정된 역학적 성능을 검증하여야 한다.
"
KDS 14 20 01.txt,"철근은 연성과 용접성 및 굽힘성을 적절히 확보하여야 한다.
"
KDS 14 20 01.txt,"프리스트레스트콘크리트는 긴장재로 강선, 강봉 또는 강연선을 사용할 수 있다.
"
KDS 14 20 01.txt,"프리스트레싱 긴장재는 성능을 저하시킬 수 있는 결함이 없어야 하고 응력 부식이 일어날 가능성이 충분히 낮은 수준이어야 한다.
"
KDS 14 20 01.txt,"프리스트레싱 긴장재는 한국산업표준에서 요구하는 연성 및 피로강도를 가져야 한다.
"
KDS 14 20 01.txt,"한국산업표준에서 규정한 긴장재의 사용을 원칙으로 하되, 그 이외의 긴장재를 사용할 경우에는 관련 시험 방법에 따라 설계할 때 가정된 역학적 성능을 검증하여야 한다.
"
KDS 14 20 01.txt,"이 장은 철근콘크리트의 부분요소 또는 부재의 역학적 모델에 관한 것으로 구조해석 및 성능검증에 적용할 수 있다.
"
KDS 14 20 01.txt,"콘크리트 부재는 응력의 분포상태를 고려하여 1축요소와 2축 및 다축요소로 이상화할 수 있다.
"
KDS 14 20 01.txt,"콘크리트 구조물은 거동을 지배하는 응력과 변형률을 고려하여 기본구조요소의 조합으로 이상화할 수 있다.
"
KDS 14 20 01.txt,"휨부재의 모멘트는 1축압축요소와 1축인장요소의 짝힘으로 전달된다고 이상화할 수 있다.
"
KDS 14 20 01.txt,"주변의 응력조건을 고려하여 콘크리트의 압축과 인장력에 대한 응력-변형률 관계를 정의하여야 한다.
"
KDS 14 20 01.txt,"휨부재 1축압축요소의 설계를 위해 단순한 형태의 콘크리트 응력-변형률 관계를 사용할 수 있다.
"
KDS 14 20 01.txt,"필요할 경우, 설계기준압축강도는 장기하중의 효과를 고려하여야 한다.
"
KDS 14 20 01.txt,"콘크리트의 변형률 연화현상을 고려할 수 있다.
"
KDS 14 20 01.txt,"철근의 응력-변형률 관계는 탄성-완전소성 관계로 이상화할 수 있다.
"
KDS 14 20 01.txt,"긴장재와 같이 항복점이 명확하지 않은 경우에는 비선형 관계를 적절히 나타낼 수 있도록 응력-변형률 관계를 정의하여야 한다.
"
KDS 14 20 01.txt,"철근콘크리트 부재의 단면해석에서 철근과 콘크리트 사이의 부착 응력-미끄러짐 관계를 적용할 수 있다.
"
KDS 14 20 01.txt,"철근과 콘크리트 사이의 부착 응력-미끄러짐 관계는 철근의 표면 특성과 구속응력상태를 고려한 신뢰성 있는 모델을 사용할 수 있다.
"
KDS 14 20 01.txt,"철근의 부착응력 특성을 고려하여 1축인장요소의 응력-변형률 관계를 정할 수 있다.
"
KDS 14 20 01.txt,"철근과 콘크리트의 부착으로 인한 인장증강효과를 고려한 콘크리트의 인장응력과 변형관계식을 사용할 수 있다.
"
KDS 14 20 01.txt,"탄성연속체 역학에 근거하여 2축응력요소의 응력-변형률 관계를 설정할 수 있다.
"
KDS 14 20 01.txt,"2축응력요소의 응력-변형률 관계는 다축응력상태의 효과를 고려하여 정하여야 한다.
"
KDS 14 20 01.txt,"균열 발생 이후 콘크리트는 주로 압축응력을 전달하는 요소로 이상화할 수 있다.
"
KDS 14 20 01.txt,"2축요소의 거동은 평균 응력에 대한 평형조건과 평균 변형률에 대한 적합조건을 만족하여야 한다.
"
KDS 14 20 01.txt,"콘크리트요소의 응력-변형률 관계는 주변 응력과 변형을 고려하여 정하여야 한다.
"
KDS 14 20 01.txt,"콘크리트의 경사 압축응력대의 수직/수평 기울기는 주인장철근 방향에 대하여 1/2에서 2까지 가정할 수 있다.
"
KDS 14 20 01.txt,"압축강도는 철근과 콘크리트 강도의 합으로 표현하여야 한다.
"
KDS 14 20 01.txt,"필요할 경우 콘크리트의 인장강도 영향을 고려할 수 있다.
"
KDS 14 20 01.txt,"전단강도는 부재에 작용하는 인장응력과 압축응력의 효과, 철근항복과 콘크리트의 압축파괴를 고려하여 결정하여야 한다.
"
KDS 14 20 01.txt,"판부재에 면내력과 함께 비틀림모멘트, 휨모멘트 또는 면외전단력이 작용하는 경우, 판부재는 2축응력요소가 상, 하면에 각각 작용하는 겹판으로 이상화할 수 있다.
"
KDS 14 20 01.txt,"판부재에 면외전단력이 작용하는 경우, 2축응력이 작용하는 3개의 판요소로 이상화할 수 있으며 이상화된 상·하 판요소는 휨모멘트와 비틀림모멘트에 대한 응력을 전달하고 가운데 판요소는 면외전단력을 전달한다고 간주할 수 있다.
"
KDS 14 20 01.txt,"구조해석을 위한 구조물 및 부재의 크기, 재료, 하중, 경계조건은 구조물의 현황과 가까운 조건을 사용하여야 한다.
"
KDS 14 20 01.txt,"다만, 정확한 현황을 알 수 없는 경우에는 안전측이 되도록 하여야 한다.
"
KDS 14 20 01.txt,"구조해석은 재료의 특성, 2차효과, 장기효과, 온도 변화, 시공 편차, 시공단계 효과, 영구 변형, 지반의 영향 등을 고려하여 수행하여야 한다.
"
KDS 14 20 01.txt,"재료의 특성과 구조요소의 구성은 부록.3과 부록.4를 따라야 한다.
"
KDS 14 20 01.txt,"구조 부재의 특성과 기능에 따라 보, 기둥, 벽, 슬래브, 아치, 쉘 등으로 구분하고 이들의 조합이 구조물의 거동을 적절히 묘사할 수 있도록 이상화하여 구조해석을 수행하여야 한다.
"
KDS 14 20 01.txt,"선형의 변형률 분포 가정이 유효하지 않은 영역에 대해서는 추가 부분해석을 사용할 수 있다.
"
KDS 14 20 01.txt,"이때 부분해석 모델은 영역의 경계면에서 부분영역이 속한 전체 구조물의 힘의 평형조건과 변형의 적합조건을 만족하여야 한다.
"
KDS 14 20 01.txt,"깊은보, 깊은 연결보, 낮은 기둥, 낮은 벽, 말뚝캡 등 상대적으로 전단경간이 작은 부재에 대해서는 유한요소해석 또는 스트럿-타이 모델해석을 사용하여야 한다.
"
KDS 14 20 01.txt,"탄성이론에 근거한 골조 및 부재의 선형해석은 사용한계상태 및 극한한계상태 설계에 모두 사용할 수 있다.
"
KDS 14 20 01.txt,"균열이 예상되는 경우에는 균열의 영향을 고려한 단면의 유효강성을 사용하여야 한다.
"
KDS 14 20 01.txt,"하중의 지속효과에 의한 콘크리트의 장기변형을 무시할 수 없을 경우에는 크리프의 영향을 포함하는 균열단면에 대한 감소된 강성을 사용하여야 한다.
"
KDS 14 20 01.txt,"극한한계상태설계에 선형탄성 유한요소해석을 사용할 경우, 응력 또는 내력은 재분배의 영향을 고려하여 적절한 크기의 영역에 대하여 평균값을 사용하여 설계할 수 있다.
"
KDS 14 20 01.txt,"제한된 휨모멘트 재분배를 고려한 선형탄성 해석은 극한한계상태의 구조 부재 해석에 적용할 수 있다.
"
KDS 14 20 01.txt,"선형탄성 해석을 사용하여 구한 극한한계상태의 휨모멘트를 재분배하는 경우, 재분배된 휨모멘트는 구조물에 작용하는 하중과 정적평형조건을 만족시켜야 한다.
"
KDS 14 20 01.txt,"선형탄성해석에 대한 제한된 휨모멘트 재분배는 중력하중 또는 지진하중을 받는 연속보와 슬래브에 적용할 수 있다.
"
KDS 14 20 01.txt,"다만, 재분배에 필요한 부재의 비탄성 회전변형능력에 대하여 검증하여야 한다.
"
KDS 14 20 01.txt,"프리스트레스트콘크리트 골조의 모서리와 같이 부재의 비탄성 회전변형능력을 정확히 검증하지 못하는 곳에는 선형탄성 해석에 의한 휨모멘트 재분배를 허용할 수 없다.
"
KDS 14 20 01.txt,"기둥의 경우 휨모멘트 재분배를 허용할 수 없다.
"
KDS 14 20 01.txt,"극한한계상태에서 비탄성 거동을 보이는 구조물 및 부재에 대하여 하중의 재분배와 소성변형을 평가하는 구조해석 방법으로 선형비탄성 해석을 사용할 수 있다.
"
KDS 14 20 01.txt,"구조물 또는 부재의 예상되는 변형거동과 비탄성변형의 크기에 적합하도록 구조요소의 할선강성을 가정하여야 하며, 이 할선강성은 탄성강성 이하이어야 한다.
"
KDS 14 20 01.txt,"할선강성을 갖는 구조모델에 대한 선형해석을 수행하여 재분배된 부재 내력에 대하여 설계하며, 이때 각 부재의 비탄성변형은 해당 부재의 비탄성변형능력을 초과할 수 없다.
"
KDS 14 20 01.txt,"과도한 부재의 비탄성변형능력이 요구되는 경우에는 할선강성을 증가시켜서 재해석을 수행하여야 한다.
"
KDS 14 20 01.txt,"극한한계상태의 설계와 검증을 위하여 소성해석 방법을 사용할 수 있다.
"
KDS 14 20 01.txt,"위험단면에서는 의도한 소성기구가 형성되기에 충분하도록 연성을 확보하여야 한다.
"
KDS 14 20 01.txt,"극한한계상태의 구조해석 방법으로 소성해석을 사용하기 위해서는 계산된 부재의 회전변형이 허용소성회전변형보다 크지 않아야 한다.
"
KDS 14 20 01.txt,"정적하중이 지배적인 경우, 하중은 단조증가하는 것으로 가정할 수 있다.
"
KDS 14 20 01.txt,"힘의 평형조건 및 변형의 적합조건을 만족하고 재료의 비선형거동을 적절하게 고려한 경우, 비선형해석 방법은 극한 및 사용한계상태에 대한 설계에 적용할 수 있다.
"
KDS 14 20 01.txt,"기하학적 비선형효과를 고려해야 하는 경우에는 2차효과를 포함하여야 한다.
"
KDS 14 20 01.txt,"극한한계상태의 경우, 위험단면이 비선형해석에 의해 구한 비탄성변형을 견딜 수 있는 회전변형능력을 확보하고 있는지에 대하여 검토하여야 한다.
"
KDS 14 20 01.txt,"독립된 하중에 대한 비선형해석 결과를 중첩할 수 없다.
"
KDS 14 20 01.txt,"정적재하가 지배적인 구조물의 경우, 하중은 단조증가하는 것으로 가정할 수 있다.
"
KDS 14 20 01.txt,"비선형해석을 사용하는 경우에는 실제 부재강성을 나타내면서도 파괴의 불확실성을 고려할 수 있는 재료특성값을 사용하여야 한다.
"
KDS 14 20 01.txt,"단조하중에 저항하는 연속보와 슬래브의 허용소성회전변형은 부재의 압축대 콘크리트에서 인장철근의 항복보다 먼저 휨압축파괴가 발생하지 않도록 결정하여야 한다.
"
KDS 14 20 01.txt,"지진에 저항하는 부재의 회전변형능력은 압축대 콘크리트의 휨압축파괴 및 전단파괴, 철근의 좌굴, 철근의 파단 등 주기하중에 의해 발생할 수 있는 다양한 파괴양상이 고려되어야 한다.
"
KDS 14 20 01.txt,"지진에 저항하는 부재의 회전변형능력은 단조하중에 의한 부재의 회전변형능력을 초과할 수 없다.
"
KDS 14 20 01.txt,"구조적 거동이 2차효과에 의하여 현저하게 영향을 받는 구조물 또는 부재에서는 2차효과를 고려하여 부재의 휨모멘트 확대와 구조물의 안전성을 검토하여야 한다.
"
KDS 14 20 01.txt,"2차해석은 구조물의 하중조건, 지지조건에 맞는 변형형상을 고려하여야 하고, 변형된 상태에 대한 힘의 평형조건과 저항성능을 검증하여야 한다.
"
KDS 14 20 01.txt,"초기 프리스트레스를 도입할 때 긴장재에는 비탄성 변형이 발생하지 말아야 하고, 프리스트레스 정착 장치 위치에서 국부적인 콘크리트의 파쇄나 쪼갬 등 취성파괴가 발생되지 않아야 한다.
"
KDS 14 20 01.txt,"프리스트레스트콘크리트 부재를 해석할 때, 콘크리트 탄성변형, 긴장재의 마찰, 정착 장치 등에 의한 순간손실과 지속하중에 의한 콘크리트 장기변형 및 긴장재의 응력이완에 의한 장기손실을 고려하여야 한다.
"
KDS 14 20 01.txt,"휨모멘트의 재분배를 고려하기 이전에 프리스트레싱에 의한 1차 및 2차 효과에 의한 선형해석이 수행되어야 한다.
"
KDS 14 20 01.txt,"소성 및 비선형해석에서 회전 및 회전능력을 검토할 때, 프리스트레싱의 2차 효과를 고려하여야 한다.
"
KDS 14 20 01.txt,"안전성능검증－휨모멘트 및 축력
"
KDS 14 20 01.txt,"이 장의 규정은 휨부재 또는 압축부재에서 평면유지 가정이 유효한 영역의 성능평가와 설계에 적용하여야 한다.
"
KDS 14 20 01.txt,"평면유지 가정이 유효하지 않은 영역의 설계는 스트럿-타이 설계법을 적용하여야 한다.
"
KDS 14 20 01.txt,"이 장의 규정은 철근 또는 긴장재가 콘크리트에 부착된 부재에 적용하여야 한다.
"
KDS 14 20 01.txt,"발주자는 다음 사항에 대한 한계상태를 결정할 수 있다.
"
KDS 14 20 01.txt,"부재의 안전성능은 부록.4의 규정에 따라 제시되는 기본구조요소 모델과 재료의 성질을 반영한 역학 이론에 근거한 해석 모델 또는 실험에 의하여 검증하여야 한다.
"
KDS 14 20 01.txt,"부재의 응력균일영역에서는 부록.4의 규정에 따라 제시되는 기본구조요소 모델로 단면을 구분하는 대신에, 단면 내의 변형률 분포를 고려한 단면해석 모델을 적용할 수 있다.
"
KDS 14 20 01.txt,"안전성능의 검증에서 부록.5.4에 따른 휨모멘트 재분배를 고려한 선형탄성 해석, 부록.5.5에 따른 선형비탄성 해석, 부록.5.6에 따른 소성해석, 부록.5.7에 따른 비선형해석을 적용한 경우에는 회전각을 한계값으로 하여 회전변형능력을 검증하여야 한다.
"
KDS 14 20 01.txt,"부재의 응력균일영역에서는 다음의 가정을 적용한 단면해석모델을 통하여 성능을 평가할 수 있다.
"
KDS 14 20 01.txt,"변형 전의 중립축에 수직한 평면은 하중에 의해 변형된 후에도 평면을 유지한다.
"
KDS 14 20 01.txt,"콘크리트에 부착된 철근과 프리스트레싱 긴장재의 변형률은 인장상태나 압축상태에서 주변 콘크리트의 변형률과 같다.
"
KDS 14 20 01.txt,"균열이 발생된 콘크리트의 인장강도는 무시할 수 있다.
"
KDS 14 20 01.txt,"휨모멘트와 축력을 받는 부재 단면의 콘크리트의 압축응력 분포는 부록.3.6의 규정에 따라 설정된 응력-변형률 관계를 따른다고 간주한다.
"
KDS 14 20 01.txt,"철근과 긴장재는 부록.3.7의 규정에 따라 설정된 응력-변형률 관계를 따른다고 간주한다.
"
KDS 14 20 01.txt,"부재의 회전변형능력은 단면해석모델을 적용한 모멘트-곡률 해석에 따라 극한한계상태의 곡률분포를 얻은 후 소성힌지부의 곡률을 적분하여 구할 수 있으며, 이때 부록.5.8에 제시된 파괴거동을 고려하여야 한다.
"
KDS 14 20 01.txt,"부재의 단면강도는 단면해석 모델을 적용한 모멘트-곡률 관계에 의해 구한 극한한계상태에 대한 강도로 결정하거나, 극한한계상태의 응력분포를 대상으로 한 단면강도해석으로 구할 수 있다.
"
KDS 14 20 01.txt,"이 장은 전단력과 비틀림모멘트를 받는 선부재, 면부재와 전단마찰이 작용하는 부재에 대한 성능검증에 적용한다.
"
KDS 14 20 01.txt,"전단철근이 없는 선부재의 전단강도는 콘크리트의 인장강도를 이용하여 결정할 수 있으며 정밀한 방법이 요구될 경우 콘크리트의 인장강도, 전단경간비, 주철근의 양, 크기효과를 고려하여 계산할 수 있다.
"
KDS 14 20 01.txt,"프리스트레스트콘크리트 부재의 전단강도를 계산할 때 복부의 주인장 응력이 콘크리트의 인장강도를 초과할 수 없다.
"
KDS 14 20 01.txt,"전단철근이 있는 부재의 전단강도는 부록.4에서 제시하는 기본구조요소를 근거하여 각 부재를 트러스 모델로 이상화하여 계산할 수 있다.
"
KDS 14 20 01.txt,"설계전단강도는 스터럽 내력, 휨철근의 부착 내력, 복부 경사콘크리트의 내력 중에서 최솟값으로 한다.
"
KDS 14 20 01.txt,"이때 복부 경사콘크리트의 내력은 안전율을 고려하여 제한된 값을 사용하여 계산하여야 한다.
"
KDS 14 20 01.txt,"전단철근이 있는 부재는 복부콘크리트의 압축파괴가 전단보강철근이 항복한 이후에 일어나도록 설계하여야 한다.
"
KDS 14 20 01.txt,"콘크리트압축대의 경사각도는 정밀한 방법으로 계산할 수 있다.
"
KDS 14 20 01.txt,"주철근의 양을 결정할 때는 콘크리트압축대의 경사각도에 따라 추가로 발생하는 인장력을 고려하여 설계하여야 한다.
"
KDS 14 20 01.txt,"전단보강철근의 상세나 최소 전단보강철근량 및 최대 전단보강철근량은 검증된 방법에 의하여 결정할 수 있다.
"
KDS 14 20 01.txt,"전단력을 받는 부재의 사용한계상태를 검증할 때에는 사용하중에 의하여 계산한 전단균열의 폭이 요구한계값 이상이 되지 않도록 설계하여야 한다.
"
KDS 14 20 01.txt,"전단력을 받는 부재의 극한한계상태를 검증할 때에는 극한하중에 의하여 계산한 전단력 또는 전단응력이 부재 단면 또는 재료의 전단강도를 초과하지 않도록 설계하여야 한다.
"
KDS 14 20 01.txt,"비틀림철근이 있는 부재의 비틀림강도는 부록.4에서 제시하는 기본구조요소를 근거하여 부재를 입체트러스 모델과 박벽관 모델로 이상화하여 계산할 수 있다.
"
KDS 14 20 01.txt,"설계비틀림강도는 부재축과 직각방향의 비틀림내력, 부재축방향의 비틀림내력, 복부 경사콘크리트의 내력 중에서 최솟값으로 한다.
"
KDS 14 20 01.txt,"비틀림을 받는 부재는 비틀림보강철근이 항복한 이후에 복부 경사콘크리트가 압축파괴되도록 설계하여야 한다.
"
KDS 14 20 01.txt,"전단흐름 내부의 면적은 부재의 변형이 커진 후의 콘크리트 탈락 여부를 고려하여 계산하여야 한다.
"
KDS 14 20 01.txt,"부재에 비틀림모멘트와 함께 전단력, 휨모멘트 또는 축력 등과 같은 하중이 동시에 작용할 경우 복합하중이 부재에 미치는 영향을 고려하여 설계비틀림강도를 계산하여야 한다.
"
KDS 14 20 01.txt,"필요한 경우, 부정정비틀림내력은 균열에 의한 비틀림모멘트 재분배 효과를 고려하여 계산하여야 한다.
"
KDS 14 20 01.txt,"비틀림 보강철근의 상세나 최소 비틀림 보강철근량 및 최대 비틀림 보강철근량은 검증된 방법에 의하여 정할 수 있다.
"
KDS 14 20 01.txt,"비틀림을 받는 부재의 사용한계상태를 검증할 때에는 사용하중에 의하여 계산한 비틀림균열의 폭이 요구한계상태 이상이 되지 않도록 설계하여야 한다.
"
KDS 14 20 01.txt,"비틀림을 받는 부재의 극한한계상태를 검증할 때에는 극한하중에 의하여 계산한 비틀림모멘트 또는 비틀림 응력이 부재 단면 및 재료의 설계비틀림강도를 초과하지 않도록 설계하여야 한다.
"
KDS 14 20 01.txt,"슬래브와 기초판 등 면부재의 받침부나 집중하중영역에 대하여 2방향전단을 검토하여야 한다.
"
KDS 14 20 01.txt,"2방향전단에 관한 설계강도는 콘크리트와 전단보강철근의 전단기여도를 고려하여 계산하며 개구부의 영향을 고려하여야 한다.
"
KDS 14 20 01.txt,"프리스트레스트콘크리트 슬래브에서 콘크리트의 2방향전단강도는 유효프리스트레스트 힘의 영향을 고려하여 증가시킬 수 있다.
"
KDS 14 20 01.txt,"전단보강재에 의한 2방향전단강도는 부록.4에서 제시하는 기본구조요소를 근거하여 트러스 모델로 이상화할 수 있다.
"
KDS 14 20 01.txt,"연직하중, 풍하중, 지진하중 또는 기타 횡하중으로 인하여 기둥에 휨모멘트가 전달되는 경우에는 2방향전단력과 함께 휨모멘트의 영향을 고려하여야 한다.
"
KDS 14 20 01.txt,"면내응력 부재는 압축, 인장 및 전단응력의 크기를 고려하여 철근을 배치하여야 한다.
"
KDS 14 20 01.txt,"철근이 있는 면내응력 부재의 설계전단강도는 부록.4에서 제시하는 기본구조요소를 근거하여 트러스 모델로 이상화할 수 있다.
"
KDS 14 20 01.txt,"설계전단강도는 양방향 철근의 내력, 복부 경사콘크리트의 내력 중에서 최솟값으로 한다.
"
KDS 14 20 01.txt,"이때 복부 경사콘크리트의 내력은 인장균열을 고려하여 감소된 값을 사용하여 계산하여야 한다.
"
KDS 14 20 01.txt,"경사콘크리트 압축대의 각도는 정밀한 방법으로 계산할 수 있다.
"
KDS 14 20 01.txt,"면내응력 부재의 사용한계상태를 검증할 때에는 사용하중에 의하여 계산한 균열의 폭이 요구한계상태 이상이 되지 않도록 설계하여야 한다.
"
KDS 14 20 01.txt,"면부재의 극한한계상태를 검증할 때에는 극한하중에 의하여 계산한 하중 또는 응력이 부재 및 재료의 설계강도를 초과하지 않도록 설계하여야 한다.
"
KDS 14 20 01.txt,"콘크리트의 설계전단강도는 부록.7.4에 규정된 선부재의 콘크리트 전단강도를 사용할 수 있다.
"
KDS 14 20 01.txt,"다만, 정밀한 방법으로 계산할 때에는 축력과 휨모멘트의 영향을 고려하여 콘크리트의 설계전단강도를 계산할 수 있다.
"
KDS 14 20 01.txt,"스트럿-타이 모델을 이용하여 벽체의 성능을 검증할 때는 벽체의 형상비에 따른 면내응력을 고려하여 설계전단강도를 결정하여야 한다.
"
KDS 14 20 01.txt,"전단철근이 있는 부재의 설계전단강도는 부록.4에서 제시하는 기본구조요소를 근거하여 트러스 모델로 이상화할 수 있다.
"
KDS 14 20 01.txt,"전단보강철근의 상세, 최소 전단보강철근량, 철근의 최대 간격은 검증된 방법에 의해 정할 수 있다.
"
KDS 14 20 01.txt,"전단마찰철근이 있는 부재의 전단강도는 마찰계수를 고려한 힘의 평형에 의하여 계산하여야 하며, 이 값은 규정된 값을 초과할 수 없다.
"
KDS 14 20 01.txt,"마찰계수는 콘크리트의 표면 상태와 콘크리트의 종류에 따라서 다르게 적용하여야 한다.
"
KDS 14 20 01.txt,"구조물과 구조 부재는 예측 가능한 모든 사용하중조합에서 적절하게 기능을 유지할 수 있도록 사용성능을 확보하여야 한다.
"
KDS 14 20 01.txt,"발주자는 구조물 및 구조 부재의 사용한계상태를 정할 수 있다.
"
KDS 14 20 01.txt,"이때 사용한계상태는 구조물과 구조 부재의 종류와 기능에 따라 응력, 균열폭, 처짐, 진동 등에 관한 항으로 나타낼 수 있다.
"
KDS 14 20 01.txt,"사용한계는 구조물의 사용목적과 노출환경 등을 고려하여 결정하여야 한다.
"
KDS 14 20 01.txt,"콘크리트의 회복될 수 없는 처짐과 길이방향 쪼갬 균열 발생을 방지하기 위하여 콘크리트의 압축응력을 제한하여야 한다.
"
KDS 14 20 01.txt,"철근과 긴장재는 제어할 수 없는 균열을 예방할 수 있는 적당한 안전율을 갖도록 인장응력을 제한하여야 한다.
"
KDS 14 20 01.txt,"구조물의 기능과 내구성을 손상시키거나 또는 외관상 수용할 수 없을 정도의 균열이 발생하지 않도록 균열폭을 제한하여야 한다.
"
KDS 14 20 01.txt,"콘크리트 부재 또는 구조물의 처짐이 이들의 기능 또는 외관에 심각한 영향을 주지 않도록 적절한 처짐한계를 설정하여야 한다.
"
KDS 14 20 01.txt,"사용자에게 미치는 불안감, 기계의 작동에 대한 영향, 부재의 균열 및 피복손실 등을 고려하여 구조물의 진동한계를 설정하여야 한다.
"
KDS 14 20 01.txt,"부재의 사용성능은 부록.4의 규정에 제시되는 기본구조요소 모델과 재료의 성질을 반영한 역학 이론에 근거한 해석 모델 또는 실험에 의하여 검증하여야 한다.
"
KDS 14 20 01.txt,"예상 가능한 하중조합의 영향이 부재의 사용한계상태를 초과하지 않는다는 것을 검증하여야 한다.
"
KDS 14 20 01.txt,"사용성능을 검토할 때 특별히 지정하지 않는 한, 재료의 강도감소계수는 1.0을 취하여야 한다.
"
KDS 14 20 01.txt,"콘크리트의 균열폭은 인접 균열 사이의 콘크리트와 철근의 평균 변형률 차이와 최대 균열 간격을 곱하여 구할 수 있다.
"
KDS 14 20 01.txt,"부재의 처짐은 단면의 모멘트-곡률 관계를 기초로 계산할 수 있다.
"
KDS 14 20 01.txt,"콘크리트의 장기처짐 평가에서는 지속하중에 의한 시간 의존적 장기거동을 고려하여야 한다.
"
KDS 14 20 01.txt,"구조물 또는 구조 부재의 진동은 고유진동수 또는 진동가속도 항으로 검증할 수 있다.
"
KDS 14 20 01.txt,"사용성능을 평가할 때 온도 또는 건조수축과 같은 변형하중의 영향을 고려하여야 한다.
"
KDS 14 20 01.txt,"이 규정은 콘크리트 구조물이 설계내구수명동안 노출 환경 영향으로 인하여 구조적 일체성을 잃지 않도록 설계되었는지를 검증하기 위하여 적용하여야 한다.
"
KDS 14 20 01.txt,"발주자는 구조물의 요구내구수명을 결정하여야 하며, 설계자는 콘크리트 구조물이 실제로 건설되는 위치의 환경조건을 고려하여 노출환경조건을 결정하여야 한다.
"
KDS 14 20 01.txt,"구조물이 요구내구수명 동안 최소한의 유지보수로 기능을 유지하고 검사 및 유지보수를 위하여 모든 부분에 접근이 용이하도록 설계하여야 한다.
"
KDS 14 20 01.txt,"구조물의 노출 환경조건, 사용수명, 환경하중의 집중 등을 고려하여 구조물의 형태와 보강재의 피복 두께를 정하여야 한다.
"
KDS 14 20 01.txt,"설계할 때 가정된 콘크리트의 요구물성이 충족되도록 콘크리트의 배합이 이루어져야 한다.
"
KDS 14 20 01.txt,"염해에 대한 내구성능 한계상태는 철근부식이 시작되는 때로 할 수 있다.
"
KDS 14 20 01.txt,"탄산화에 대한 내구성능 한계상태는 탄산화 깊이가 최외측 철근의 표면에 도달할 때로 할 수 있다.
"
KDS 14 20 01.txt,"동해에 대한 내구성능 한계상태는 콘크리트의 표면박리 및 균열이 발생할 때의 최소 상대동탄성계수로 할 수 있다.
"
KDS 14 20 01.txt,"황산염 침식에 대한 내구성능 한계상태는 황산염의 침투가 최외측 철근의 표면에 도달할 때로 할 수 있다.
"
KDS 14 20 01.txt,"콘크리트 구조물의 내구성능평가는 성능저하의 기구와 과정을 반영한 신뢰성 있는 방법으로 수행하여야 한다.
"
KDS 14 20 01.txt,"콘크리트 구조물의 내구성능을 평가할 때는 다음과 같은 성능저하인자들을 고려하여야 한다.
"
KDS 14 20 01.txt,"내구성능을 평가할 때는 각각의 노출환경조건, 성능저하인자에 대한 콘크리트의 저항특성, 피복 두께 등을 고려하여야 한다.
"
KDS 14 20 01.txt,"구조물의 내구성능은 각각의 성능저하요인에 대하여 평가하는 것을 원칙으로 한다.
"
KDS 14 20 01.txt,"다만, 필요할 경우 각 성능저하요인의 복합효과를 고려하여야 한다.
"
KDS 14 20 01.txt,"콘크리트 구조물의 전 과정에 대한 환경성능검증은 설계단계에서 이루어져야 한다.
"
KDS 14 20 01.txt,"여기서, 콘크리트 구조물의 전 과정은 설계, 시공, 유지관리, 해체, 폐기, 폐기물의 재활용을 포함한다.
"
KDS 14 20 01.txt,"환경에 미치는 영향을 고려한 요구환경성능은 자원 및 에너지의 사용, 오염물질 배출, 자원 재활용 등에 대해 정량적으로 표시되어야 한다.
"
KDS 14 20 01.txt,"콘크리트 구조물의 환경성능검증은 환경에 미치는 영향을 고려한 적절한 지표를 이용하여야 하며 구조물의 보유환경성능은 발주자나 국가기준이 정한 환경성능을 충족하여야 한다.
"
KDS 14 20 01.txt,"지구온난화와 같은 지구환경, 콘크리트 구조물이 위치하는 곳의 수질 및 토양 오염과 같은 지역환경, 소음이나 진동, 오염물질의 비산과 같은 작업환경에 미치는 영향을 고려하여 적절한 환경지표를 정하여야 한다.
"
KDS 14 20 01.txt,"발주자는 선정된 각각의 환경지표에 대하여 환경성능 목표를 정량적으로 정하여야 한다.
"
KDS 14 20 01.txt,"이때 환경성능 목표는 최소한 국가기준에서 정한 요구환경성능을 충족시켜야 한다.
"
KDS 14 20 01.txt,"환경성능 목표를 충족하기 위하여 다음 사항에 대한 요구 조건을 공사 관련 도서에 명시하여야 한다.
"
KDS 14 20 01.txt,"콘크리트 구조물의 보유환경성능은 선정된 환경지표에 대하여 국가기준 또는 국가에서 인정하는 단체에서 정한 표준방법으로 평가하여야 한다.
"
KDS 14 20 01.txt,"콘크리트 구조물의 보유환경성능이 발주자가 정한 요구환경성능을 만족하는지에 대하여 검증하여야 한다.
"
KDS 14 20 26.txt,"이 기준은 건설기준 코드체계 전환에 따라 기존 건설기준(설계기준, 표준시방서) 간 중복․상충을 비교 검토하여 코드로 통합 정비하였다.
"
KDS 14 20 26.txt,"이 기준은 기존의 콘크리트 설계기준에 해당되는 부분을 통합 정비하여 기준으로 제정한 것으로 제ㆍ개정 연혁은 다음과 같다.
"
KDS 14 20 26.txt,"이 기준은 콘크리트구조의 피로에 관한 설계방법과 최소한의 요구조건을 규정한다.
"
